document,text
doc_54_SachinTendulkar,"He also won Best Batsman and Best Captain awards at 2010 IPL Awards ceremony.. Tendulkar convinced Azharuddin to bat and Azharuddin subsequently unleashed 24 runs off one over.. The new ministry also removed or diluted a number of laws related to environmental protection.. But Mumbai Indians failed to qualify for semifinals after losing the initial two matches.. Tendulkar would practice for hours on end in the nets.. The ICC revoked the status of the match as a Test as the teams rejected the appointed referee.. The knock was nominated to be one of the Test Batting Performance of the year by ESPNCricinfo.. Biographies Books Sachin Tendulkar has been the subject of various books.. India lost the series and his average of 15.83 was his worst in a Test series with at least three matches.. It is his second term as he has already held the ambassador of the previous ICC Cricket world cup 2011.. He returned to the squad in July for Indias tour of England.. The scientists referred to the fossils as ""Rolling Stoneflies"".. It took him 78 ODIs to score his first century.. He is often praised for his ability to adapt to the needs of his body and yet keep scoring consistently.. He described the achievement as the biggest in 19 years of his career on the day he achieved the record.. He scored 68 in the first match and 48 against Guyana.. Former Australian cricket team coach John Buchanan voiced his opinion that Tendulkar had become susceptible to the short ball early in his innings because of a lack of footwork.. ""During the Australian tour of India in 1998 Matthew Hayden said ""I have seen God.. The Cricket Association of Bengal and the Mumbai Cricket Association organised events to mark his retirement from the sport.. The ICC revoked the status of the match as a Test as the teams rejected the appointed referee.. Tendulkar was given a suspended ban of one game by Denness in light of alleged ball tampering.. The charges against Tendulkar and Sehwags ban for excessive appealing triggered a massive backlash from the Indian public.. Tendulkar was given a suspended ban of one game by Denness in light of alleged ball tampering.. The Cricket Association of Bengal and the Mumbai Cricket Association organised events to mark his retirement from the sport.. He recalled the bands insistence ""that everything on Sgt."
doc_55_AmitabhBachchan,"Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. Bachchan then played the leading role in the film Majboor.. The film premiered at the 2007 Toronto International Film Festival on 9 September 2007.. Bachchan was performing his own stunts in the film and one scene required him to fall onto a table and then on the ground.. Amitabh was required to use his singing voice for the first time in a song from the film Mr. Natwarlal in which he starred with Rekha.. His performance won him his second Filmfare Best Actor Award.. Bachchan declined any remuneration for this film.In 2013 he made his Hollywood debut in The Great Gatsby making a special appearance opposite Leonardo DiCaprio and Tobey Maguire.. He received positive reviews from critics who hailed his performance as his best ever since Black.. Harrison thus owns the rights to his later Beatles songs such as ""While My Guitar Gently Weeps"" and ""Something"".. Early life and family Bachchan was born in Allahabad.. The show became a massive hit with audiences and broke many TRP Records.. The fifth season started on 15 August 2011 and ended on 17 November 2011.. 5 in the UK and No.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. India went on to win that match.. His performance won him his second Filmfare Best Actor Award.. He also gave towering performances in Yash Chopras  Trishul and Prakash Mehras Muqaddar Ka Sikandar both of which earned him further Filmfare Best Actor nominations.. It was a time when relations between the Beatles were at their lowest ebb."". The film was based on the hijacking incident of the Indian Airlines Flight 814.. Bachchan was performing his own stunts in the film and one scene required him to fall onto a table and then on the ground.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. Indiatimes Movies ranks Deewaar amongst the Top 25 Must See Bollywood Films.. His illness made him feel weak both mentally and physically and he decided to quit films and venture into politics.. Several reviewers stated that some of the performances in the film sounded better than their analogous album tracks."
doc_56_TheRollingStones,"Guitarists as stylistically disparate as Peter Frampton and Jeff Beck were auditioned as well as Robert A. Johnson and Shuggie Otis.. 1 and their first in the US where it spent four weeks at the top of the Billboard Hot 100.. It really wasnt enough for me.. Both Jagger and Richards were imprisoned at that point but were released on bail the next day pending appeal.. These sessions included what would become the Rolling Stones first No.. The song was reportedly almost dropped from the album because of objections from Richards.. Id grown sick to death of the whole Maharishi guru shit and the beads and bells.. The band received the Lifetime Achievement Award at the ceremony.. Their first concert was on 12 July 1962 at the Marquee Club in London.. Emotional Rescue hit the top of the charts on both sides of the Atlantic and the title track reached No.3 in the US.. 1 Greatest Album Cover"" of all time in 2003.. The band became the first act to see a classic work return to No.. Oldham described the first batch as ""soppy and imitative"".. The band parted ways with Oldham during the sessions.. The Stones last album of the sixties was Let It Bleed which reached No.. It came against Bangladesh in the league matches of Asia Cup 2012.. 1 in the UK and No.. The song was written and given to the Stones when John Lennon and Paul McCartney visited them in the studio as the two Beatles liked giving the copyrights to songs away to their friends.. 1 in the US.The Rolling Stones reached No.. Live Beatles and Studio Beatles had become entirely different beasts."". It included shows in small theatres.. During this trip the stormy relations between Jones and Pallenberg deteriorated to the point that she left Morocco with Richards.. He recalled the bands insistence ""that everything on Sgt.. 1 studio and live albums in the UK.. Live Beatles and Studio Beatles had become entirely different beasts."""
doc_57_SachinTendulkar,"Cricinfo columnist Sambit Bal has described him as the ""most wholesome batsman of his time"".. He took the oath of office on 4 June.. Tendulkar was given a suspended ban of one game by Denness in light of alleged ball tampering.. 22 lakh from his MPLAD funds allotted to him during his stint as Rajya Sabha MP for the renovation of a Childrens Park in East Bandra.. Modi was appointed Chief Minister of Gujarat in 2001 due to Keshubhai Patels failing health and poor public image following the earthquake in Bhuj.. Tendulkar now considers the 13 coins he won then as some of his most prized possessions.. Tendulkar scored his 19th Test century in the second Test and the match resulted in a draw with Sri Lanka.. He refused to take the bungalow allotted to him in New Delhi calling it ""waste of taxpayers money"" as he resides in Mumbai.. India went on to win that match.. The ICC revoked the status of the match as a Test as the teams rejected the appointed referee.. He described the achievement as the biggest in 19 years of his career on the day he achieved the record.. He was also the first sportsperson and the first person without an aviation background to be awarded the honorary rank of group captain by the Indian Air Force.. The team has been named as Kerala Blasters after his nickname ""Master Blaster"".. He refused to take the bungalow allotted to him in New Delhi calling it ""waste of taxpayers money"" as he resides in Mumbai.. His batting is based on complete balance and poise while limiting unnecessary movements and flourishes.. Tendulkar convinced Azharuddin to bat and Azharuddin subsequently unleashed 24 runs off one over.. Tendulkar scored his 19th Test century in the second Test and the match resulted in a draw with Sri Lanka.. Tendulkar was given a suspended ban of one game by Denness in light of alleged ball tampering.. The film evoked a favourable response from critics and audiences alike.. Biographies Books Sachin Tendulkar has been the subject of various books.. Former Australian cricket team coach John Buchanan voiced his opinion that Tendulkar had become susceptible to the short ball early in his innings because of a lack of footwork.. But Mumbai Indians failed to qualify for semifinals after losing the initial two matches.. Chappell also believed that Tendulkars repeated failures were hurting the teams chances.. Contribution of George Martin George Martins close involvement in his role as producer made him one of the leading candidates for the informal title of the ""fifth Beatle"".. He continued by scoring 99 and 93 in the first two matches of the Future Cup against South Africa."
doc_58_TheBeatles,"The government also announced plans to build new sewage treatment plants.. It sustained its immense popularity into the 21st century while breaking numerous sales records.. The bands concert at San Franciscos Candlestick Park on 29 August was their last commercial concert.. We used giant primitive oscillators to vary the speed of instruments and vocals and we had tapes chopped to pieces and stuck together upside down and the wrong way around."". He is the first Indian to win the award.. Sangh organisations were no longer consulted or informed in advance about Modis administrative decisions.. A further nine successful concerts followed in other American cities.. The film premiered at the 2007 Toronto International Film Festival on 9 September 2007.. Magical Mystery Tour and Yellow Submarine Two Beatles film projects were conceived within weeks of completing Sgt.. I dont think it could have been worse if they had heard that their own fathers had dropped dead."". Live Beatles and Studio Beatles had become entirely different beasts."". The government also announced plans to build new sewage treatment plants.. Martin immediately complained to Epstein about Bests poor drumming and suggested they use a session drummer in his place.. Peppers Lonely Hearts Club Band on the Road opened.. The Beatles were an English rock band formed in Liverpool in 1960.. Peppers Lonely Hearts Club Band on the Road opened.. The Beatles use of psychedelic drugs was at its height during that summer.. City officials relented and agreed to allow an integrated show.. It held the top spot for 21 weeks with a chart life of 40 weeks.. Their thematic reach was beginning to expand as they embraced deeper aspects of romance and philosophy.. Taped copies of the song soon circulated among other radio stations throughout the US.. Martin immediately complained to Epstein about Bests poor drumming and suggested they use a session drummer in his place.. Several reviewers stated that some of the performances in the film sounded better than their analogous album tracks.. The film evoked a favourable response from critics and audiences alike.. He received positive reviews from critics who hailed his performance as his best ever since Black."
doc_59_TheRollingStones,"57 in the UK and No.. 20 on the Billboard Hot 100 in 1982 with ""Hang Fire"".. It included shows in small theatres.. The Indian media claimed that up to 50 terrorists and Pakistani soldiers had been killed in the strike.. Muddy Waters was quoted as saying that the Rolling Stones and other English bands piqued the interest of American youth in blues musicians.. The band received the Lifetime Achievement Award at the ceremony.. The band parted ways with Oldham during the sessions.. The most documented of the bands concerts is the Altamont Free Concert at the Altamont Speedway in 1969.. Their television debut came later that month with a live performance on the regional news programme People and Places.. Satanic Majesties became the first album the Rolling Stones produced on their own.. He described the achievement as the biggest in 19 years of his career on the day he achieved the record.. This was particularly the case when they performed a free concert for an estimated 1.5 million people in Rio de Janeiro on the A Bigger Bang tour in 2006.. 1 in both the UK and US.. 57 in the UK and No.. The drug case against Richards dragged on for over a year.. In some markets an alternate cover was released because of the perceived offensive nature of the original at the time.. Beliefs Tendulkar is a practising Hindu.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. 2 in the UK and No.. 1 in the UK and US in May 1966.. Richards and Taylor often met Jagger at his house.. Bachchan was again nominated for the Filmfare Best Actor Award for his role in the film.. 12 in the UK and No.. The band received the Lifetime Achievement Award at the ceremony.. Rock and Roll Hall of Fame."
doc_60_AmitabhBachchan,"The fifth season started on 15 August 2011 and ended on 17 November 2011.. Business investments Amitabh Bachchan has invested in many upcoming business ventures.. Bachchan lent his voice as a narrator to the 2001 movie Lagaan which was a super hit.. That same year he played a double role in the hit Adalat as father and son.. The train carried a large number of Hindu pilgrims returning from Ayodhya after a religious ceremony at the site of the demolished Babri Masjid.. His role won him his third Filmfare Best Supporting Actor Award.. The film was based on the hijacking incident of the Indian Airlines Flight 814.. He also entered politics for a time in the 1980s.. One of the most popular sayings by his fans is ""Cricket is my religion and Sachin is my God"".. Former Australian cricket team coach John Buchanan voiced his opinion that Tendulkar had become susceptible to the short ball early in his innings because of a lack of footwork.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. Bachchans performance in the film saw him nominated for both the Filmfare Best Actor Award and the Filmfare Award for Best Male Playback Singer.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. Development debate A contentious debate surrounds the assessment of Gujarats economic development during Modis tenure as chief minister.. Peppers initial commercial success exceeded that of all previous Beatles albums.. In June 2019 he cleared debts of 2100 farmers from Bihar.Bachchan was made a UNICEF goodwill ambassador for the polio Eradication Campaign in India in 2002.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. Bachchan was performing his own stunts in the film and one scene required him to fall onto a table and then on the ground.. He also entered politics for a time in the 1980s.. Teji had some influence in Amitabh Bachchans choice of career because she always insisted that he should ""take the centre stage"".The actor who Bachchan credits as having the biggest impact on him was Dilip Kumar.. The fifth season started on 15 August 2011 and ended on 17 November 2011.. 1 Greatest Album Cover"" of all time in 2003.. He was framed in the scam and falsely alleged.. They were collectively included in Time magazines compilation of the 20th centurys 100 most influential people.. In June 2019 he cleared debts of 2100 farmers from Bihar.Bachchan was made a UNICEF goodwill ambassador for the polio Eradication Campaign in India in 2002."
doc_61_TheBeatles,"It held the top spot for 21 weeks with a chart life of 40 weeks.. Many artists have acknowledged the Beatles influence and enjoyed chart success with covers of their songs.. Hed let us have our own sense of individuality."". He acted as a coach for the Ponting XI during The Big Appeal.. I dont think it could have been worse if they had heard that their own fathers had dropped dead."". He is the youngest recipient to date and the first ever sportsperson to receive the award.. The releases were commercially successful and the television series was viewed by an estimated 400 million people.. I knew that we were in trouble then.. Live Beatles and Studio Beatles had become entirely different beasts."". And the words were almost irrelevant."". A further nine successful concerts followed in other American cities.. Modi was appointed Chief Minister of Gujarat in 2001 due to Keshubhai Patels failing health and poor public image following the earthquake in Bhuj.. We thought there was more to him than there was.. City officials relented and agreed to allow an integrated show.. Harrisons use of psychedelic drugs encouraged his path to meditation and Hinduism.. Peppers initial commercial success exceeded that of all previous Beatles albums.. 6 in the UK and No.. Their television debut came later that month with a live performance on the regional news programme People and Places.. The album was supplemented by the four tracks already released on their first two singles.. It was a time when relations between the Beatles were at their lowest ebb."". He scored 100 not out off 66 balls.. Modi was elected to the legislative assembly soon after.. Martin immediately complained to Epstein about Bests poor drumming and suggested they use a session drummer in his place.. Peppers initial commercial success exceeded that of all previous Beatles albums.. City officials relented and agreed to allow an integrated show."
doc_62_NarendraModi,"The state government stated later that 790 Muslims and 254 Hindus were killed.. His policies during his second term have been credited with reducing corruption in the state.. His first year as prime minister saw significant centralisation of power relative to previous administrations.. The train carried a large number of Hindu pilgrims returning from Ayodhya after a religious ceremony at the site of the demolished Babri Masjid.. They were collectively included in Time magazines compilation of the 20th centurys 100 most influential people.. Modi kept his marriage secret for most of his career.. Prime Minister Governance and other initiatives Modi was sworn in as the Prime Minister of India on 26 May 2014.. Defence policy Indias nominal military spending increased steadily under Modi.. Modi invited all the other leaders of SAARC countries to his swearing in ceremony as prime minister.. The BJP did not nominate any Muslim candidates for the assembly election of 2012.. The Naga insurgency in northeast India had begun in the 1950s.. The film was a success at the box office.. Modi refused to remove a government minister from her position after a popular outcry resulted from her referring to religious minorities as ""bastards."". He is the first Indian to win the award.. Modi was forced to go underground in Gujarat and frequently travelled in disguise to avoid arrest.. Pakistan initially denied that any strikes had taken place.. The budget was viewed positively by private insurance providers.. Second term During Modis second term the rhetoric of the government shifted from Hindutva to Gujarats economic development.. Prime Minister Governance and other initiatives Modi was sworn in as the Prime Minister of India on 26 May 2014.. The campaign also saw the use of rhetoric based on Hindutva by BJP leaders in certain states.. Anandiben Patel succeeded him as the chief minister.. In the show he trekked the jungles and talked about nature and wildlife conservation with Grylls.. The UK and the European Union refused to admit him because of what they saw as his role in the riots.. He was the first Indian prime minister to do so.. Several deaths were linked to the rush to exchange cash."
doc_63_NarendraModi,"Modis 31 August 2012 post on Google Hangouts made him the first Indian politician to interact with citizens on a live chat.. In 2008 Modi offered land in Gujarat to Tata Motors to set up a plant manufacturing the Nano after a popular agitation had forced the company to move out of West Bengal.. Indian general elections In September 2013 Modi was named the BJPs candidate for prime minister in the 2014 Lok Sabha election.. Modis efforts at centralisation have been linked to an increase in the number of senior administration officials resigning their positions.. He was the first Indian prime minister to do so.. Modi emphasised his governments efforts at sanitation as a means of ensuring good health.. Modi has relied upon his reputation as a politician able to bring about economic growth and ""development"".. During his 2012 campaign he twice refused to wear articles of clothing gifted by Muslim leaders.. The Naga insurgency in northeast India had begun in the 1950s.. The focus on Modi as an individual was unusual for a BJP election campaign.. 1 decades after it was first released.. Several deaths were linked to the rush to exchange cash.. Several deaths were linked to the rush to exchange cash.. Sangh organisations were no longer consulted or informed in advance about Modis administrative decisions.. The BJP did not nominate any Muslim candidates for the assembly election of 2012.. Other organisations affected included the Sierra Club and Avaaz.. The administration plans to construct 60 million toilets by 2019.. Cases of sedition were filed against individuals criticising the government.. The stated goals of the campaign included eliminating open defecation and manual scavenging within five years.. During his 2012 campaign he twice refused to wear articles of clothing gifted by Muslim leaders.. The move had the effect of greatly centralising the power previously with the planning commission in the person of the prime minister.. The Indian media claimed that up to 50 terrorists and Pakistani soldiers had been killed in the strike.. The new ministry also removed or diluted a number of laws related to environmental protection.. Indian general elections In September 2013 Modi was named the BJPs candidate for prime minister in the 2014 Lok Sabha election.. In 2008 Modi offered land in Gujarat to Tata Motors to set up a plant manufacturing the Nano after a popular agitation had forced the company to move out of West Bengal."
doc_64_TheBeatles,"I dont think it could have been worse if they had heard that their own fathers had dropped dead."". The album was supplemented by the four tracks already released on their first two singles.. The Stones last album of the sixties was Let It Bleed which reached No.. Epstein accused Datebook of having taken Lennons words out of context.. This three wicket change the result of test match from draw to win of India.. A further nine successful concerts followed in other American cities.. And the words were almost irrelevant."". We used giant primitive oscillators to vary the speed of instruments and vocals and we had tapes chopped to pieces and stuck together upside down and the wrong way around."". These twin knocks were also known as the Desert Storm innings.. We thought there was more to him than there was.. Hed let us have our own sense of individuality."". Authorities had issued a warrant for Richards arrest and the other band members had to return briefly to France for questioning.. Magical Mystery Tour and Yellow Submarine Two Beatles film projects were conceived within weeks of completing Sgt.. 1 in the US and No.. I dont think it could have been worse if they had heard that their own fathers had dropped dead."". Martin said that the project was ""not at all a happy recording experience.. It sustained its immense popularity into the 21st century while breaking numerous sales records.. Harrison rewrote the lyrics of his song ""All Those Years Ago"" in Lennons honour.. The military budget declined over Modis tenure both as a fraction of GDP and when adjusted for inflation.. They were collectively included in Time magazines compilation of the 20th centurys 100 most influential people.. Martins first recording session with the Beatles took place at EMIs Abbey Road Studios in London on 6 June 1962.. They were integral to the development of 1960s counterculture and popular musics recognition as an art form.. In 2013 the state ranked 10th of 21 Indian states in the Human Development Index.. Pakistan initially denied that any strikes had taken place.. It was a time when relations between the Beatles were at their lowest ebb."""
doc_65_SachinTendulkar,"They have a daughter Sara and a son Arjun whose skills in cricket as a teenager have been receiving attention.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. Chappell also believed that Tendulkars repeated failures were hurting the teams chances.. Modi has relied upon his reputation as a politician able to bring about economic growth and ""development"".. It took him 78 ODIs to score his first century.. It came against Bangladesh in the league matches of Asia Cup 2012.. He returned to the squad in July for Indias tour of England.. Sangh organisations were no longer consulted or informed in advance about Modis administrative decisions.. He acted as a coach for the Ponting XI during The Big Appeal.. He was declared player of the tournament for his performance during the season.. I wasnt really composing songs or writing at that time.. McCartney has recalled that the album ""wasnt a pleasant one to make"".. He is known for his unique punch style of hitting the ball over square.. He also take a wicket of Shane Warne.. Tendulkar was given a suspended ban of one game by Denness in light of alleged ball tampering.. He scored 68 in the first match and 48 against Guyana.. He is the youngest recipient to date and the first ever sportsperson to receive the award.. He scored his first ODI century on 9 September 1994 against Australia in Sri Lanka at Colombo.. The resulting riots endangered the group and they escaped the country with difficulty.. He said ""Its been a tough phase for me .... One of the most popular sayings by his fans is ""Cricket is my religion and Sachin is my God"".. The band has been the subject of numerous documentaries and were inducted into the Rock and Roll Hall of Fame by Pete Townshend in 1989.. His performance won him his second Filmfare Best Actor Award.. Tendulkar and Navjot Singh Sidhu both made centuries to set a then record partnership for the second wicket.. He was the highest run scorer of the 1996 Cricket World Cup with a total of 523 runs and also of the 2003 Cricket World Cup with 673 runs."
doc_66_SachinTendulkar,"Nobody talked about my 99 hundreds.. Filmography See also The Greatest Indian Achievements of Sachin Tendulkar Collection of quotations related to Sachin Tendulkar Indian national cricket captains List of international cricket centuries by Sachin Tendulkar List of One Day International cricket records Politics and sports Sudhir Kumar Chaudhary  Notes References External links Sachin Tendulkar on Twitter Sachin Tendulkar at ESPNcricinfo Sachin Tendulkar at Wisden India. Beliefs Tendulkar is a practising Hindu.. Tendulkar made an unbeaten 204 as Shane Warne conceded 111 runs in 16 overs and Australia lost the match within three days.. These twin knocks were also known as the Desert Storm innings.. The ICC revoked the status of the match as a Test as the teams rejected the appointed referee.. He followed up the innings with an unbeaten 60 in the second innings of the Test.. Laxman for the fifth wicket to lead India to a score of 282 for 5 from 156 for 4.. Epstein accused Datebook of having taken Lennons words out of context.. He is often praised for his ability to adapt to the needs of his body and yet keep scoring consistently.. ""During the Australian tour of India in 1998 Matthew Hayden said ""I have seen God.. Many former cricketers commented that Dravids declaration was in bad taste.. His batting is based on complete balance and poise while limiting unnecessary movements and flourishes.. One of the most popular sayings by his fans is ""Cricket is my religion and Sachin is my God"".. Captaincy Tendulkars two tenures as captain of the Indian cricket team were not very successful.. Chappell also believed that Tendulkars repeated failures were hurting the teams chances.. The state government stated later that 790 Muslims and 254 Hindus were killed.. Martins first recording session with the Beatles took place at EMIs Abbey Road Studios in London on 6 June 1962.. This was later called ""one of the best innings I have seen"" by the then Indian captain Krishnamachari Srikkanth.. He continued by scoring 99 and 93 in the first two matches of the Future Cup against South Africa.. He was the leading run scorer and was adjudged the Man of the Series.. The Beatles broke their own record for the album with the longest gap between topping the charts as Abbey Road hit the top spot 50 years after its original release.. Nobody talked about my 99 hundreds.. Beliefs Tendulkar is a practising Hindu.. Tendulkar scored his 39th ODI hundred on 6 February 2006 in a match against Pakistan."
doc_67_AmitabhBachchan,"He also gave towering performances in Yash Chopras  Trishul and Prakash Mehras Muqaddar Ka Sikandar both of which earned him further Filmfare Best Actor nominations.. Since then Tendulkars batting has tended to be less attacking.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. He also gave towering performances in Yash Chopras  Trishul and Prakash Mehras Muqaddar Ka Sikandar both of which earned him further Filmfare Best Actor nominations.. His illness made him feel weak both mentally and physically and he decided to quit films and venture into politics.. Amitabh was required to use his singing voice for the first time in a song from the film Mr. Natwarlal in which he starred with Rekha.. The fifth season started on 15 August 2011 and ended on 17 November 2011.. He narrated part of the film Bawarchi.. The 1975 Tour of the Americas kicked off in New York City with the band performing on a flatbed trailer being pulled down Broadway.. Bachchan lent his voice as a narrator to the 2001 movie Lagaan which was a super hit.. The film premiered at the 2007 Toronto International Film Festival on 9 September 2007.. These included string and brass ensembles as well as Indian instruments such as the sitar in ""Norwegian Wood"" and the swarmandal in ""Strawberry Fields Forever"".. The Stones last album of the sixties was Let It Bleed which reached No.. In June 2019 he cleared debts of 2100 farmers from Bihar.Bachchan was made a UNICEF goodwill ambassador for the polio Eradication Campaign in India in 2002.. Teji had some influence in Amitabh Bachchans choice of career because she always insisted that he should ""take the centre stage"".The actor who Bachchan credits as having the biggest impact on him was Dilip Kumar.. The fifth season started on 15 August 2011 and ended on 17 November 2011.. Early life and family Bachchan was born in Allahabad.. The film evoked a favourable response from critics and audiences alike.. Bachchans performance in the film received acclaim.. His role as a doctor with a cynical view of life garnered Bachchan his first Filmfare Best Supporting Actor award.. The show became a massive hit with audiences and broke many TRP Records.. In June 2019 he cleared debts of 2100 farmers from Bihar.Bachchan was made a UNICEF goodwill ambassador for the polio Eradication Campaign in India in 2002.. In June 2019 he cleared debts of 2100 farmers from Bihar.Bachchan was made a UNICEF goodwill ambassador for the polio Eradication Campaign in India in 2002.. Indiatimes Movies ranks Deewaar amongst the Top 25 Must See Bollywood Films.. His illness made him feel weak both mentally and physically and he decided to quit films and venture into politics."
doc_68_TheBeatles,"We had microphones right down in the bells of brass instruments and headphones turned into microphones attached to violins.. Several reviewers stated that some of the performances in the film sounded better than their analogous album tracks.. I knew that we were in trouble then.. They were integral to the development of 1960s counterculture and popular musics recognition as an art form.. Peppers Lonely Hearts Club Band on the Road opened.. Cases of sedition were filed against individuals criticising the government.. His death left the group disoriented and fearful about the future.. Hed let us have our own sense of individuality."". McCartney and Sony agreed to a confidential settlement in June 2017.. The Beatles were like aliens dropped into the United States of 1964."". It sustained its immense popularity into the 21st century while breaking numerous sales records.. The primary recording sessions for Abbey Road began on 2 July.. It topped albums charts in at least 28 countries.. The Naga insurgency in northeast India had begun in the 1950s.. And the words were almost irrelevant."". Bachchans performance in the film saw him nominated for both the Filmfare Best Actor Award and the Filmfare Award for Best Male Playback Singer.. They soon found that the Marcos regime was unaccustomed to taking no for an answer.. Several reviewers stated that some of the performances in the film sounded better than their analogous album tracks.. The resulting riots endangered the group and they escaped the country with difficulty.. McCartney and Sony agreed to a confidential settlement in June 2017.. They were collectively included in Time magazines compilation of the 20th centurys 100 most influential people.. The record carried on the psychedelic vein of Sgt.. Time magazine named them among the 20th centurys 100 most important people.. It was a time when relations between the Beatles were at their lowest ebb."". The Show also grabbed all the major Awards for its category."
doc_69_SachinTendulkar,"Both the knocks were nominated to be the ODI Batting Performance of the year by ESPNCricinfo.. Nobody talked about my 99 hundreds.. Both the knocks were nominated to be the ODI Batting Performance of the year by ESPNCricinfo.. Peppers Lonely Hearts Club Band on the Road opened.. This was later called ""one of the best innings I have seen"" by the then Indian captain Krishnamachari Srikkanth.. It took him 78 ODIs to score his first century.. He acted as a coach for the Ponting XI during The Big Appeal.. He received positive reviews from critics who hailed his performance as his best ever since Black.. The resulting riots endangered the group and they escaped the country with difficulty.. He returned to the squad in July for Indias tour of England.. He scored his first ODI century on 9 September 1994 against Australia in Sri Lanka at Colombo.. It took him 78 ODIs to score his first century.. Both the knocks were nominated to be the ODI Batting Performance of the year by ESPNCricinfo.. He followed up the innings with an unbeaten 60 in the second innings of the Test.. It won him his third National Film Award for Best Actor and fifth Filmfare Best Actor Award.. These contributions will be of immense help in providing assistance to the persons in distress.. Cricinfo columnist Sambit Bal has described him as the ""most wholesome batsman of his time"".. Beliefs Tendulkar is a practising Hindu.. He is often praised for his ability to adapt to the needs of his body and yet keep scoring consistently.. He was the leading run scorer and was adjudged the Man of the Series.. Bachchan declined any remuneration for this film.In 2013 he made his Hollywood debut in The Great Gatsby making a special appearance opposite Leonardo DiCaprio and Tobey Maguire.. He followed up the innings with an unbeaten 60 in the second innings of the Test.. 22 lakh from his MPLAD funds allotted to him during his stint as Rajya Sabha MP for the renovation of a Childrens Park in East Bandra.. Epstein accused Datebook of having taken Lennons words out of context.. He acted as a coach for the Ponting XI during The Big Appeal."
doc_70_AmitabhBachchan,"Amitabh was required to use his singing voice for the first time in a song from the film Mr. Natwarlal in which he starred with Rekha.. He also entered politics for a time in the 1980s.. The performance won Bachchan his fourth National Film Award for Best Actor and his third Filmfare Critics Award for Best Actor.. Prime Minister Governance and other initiatives Modi was sworn in as the Prime Minister of India on 26 May 2014.. That same year he played a double role in the hit Adalat as father and son.. He was hospitalised with reported mild symptoms of the disease on 11 July.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. The film was based on the hijacking incident of the Indian Airlines Flight 814.. The performance won Bachchan his fourth National Film Award for Best Actor and his third Filmfare Critics Award for Best Actor.. A further nine successful concerts followed in other American cities.. The show became a massive hit with audiences and broke many TRP Records.. The company went into administration and was later declared a failed company by the Indian Industries board.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. Bachchan continued to host KBC until 2017.. Taped copies of the song soon circulated among other radio stations throughout the US.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. Satanic Majesties became the first album the Rolling Stones produced on their own.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. Bachchan was again nominated for the Filmfare Best Actor Award for his role in the film.. The company went into administration and was later declared a failed company by the Indian Industries board.. Bachchan continued to host KBC until 2017.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. The straight drive is often said to be his favourite shot.. Teji had some influence in Amitabh Bachchans choice of career because she always insisted that he should ""take the centre stage"".The actor who Bachchan credits as having the biggest impact on him was Dilip Kumar.. Their thematic reach was beginning to expand as they embraced deeper aspects of romance and philosophy."
